Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
Massive 2 Bedroom Pentf-flat With A Bq On The 15th Floor,Old Ikoyi,40000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298124-massive-2-bedroom-pentf-flat-with-a-bq-on-the-15th-floor
Furnished 4 Bedroom Terrace Duplex With Bq And Swimming Pool,Old Ikoyi,60000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3298126-furnished-4-bedroom-terrace-duplex-with-bq-and-swimming-pool
Luxury 4bedroom Apartment,Old Ikoyi,55000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298235-luxury-4bedroom-apartment
Brand New 4 Bedroom With 2 Bq,Old Ikoyi,100000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3298574-brand-new-4-bedroom-with-2-bq
12 Units Of 3 Bedroom Luxury Apartment With Excellent Facilities (new),Old Ikoyi,60000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298716-12-units-of-3-bedroom-luxury-apartment-with-excellent-facilities-new
Furnished 3 Bedroom Luxury Apartment With Excellent Facilities,Old Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298733-furnished-3-bedroom-luxury-apartment-with-excellent-facilities
Furnished 4 Bedroom Apartment With Excellent Facilities,Old Ikoyi,45000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298746-furnished-4-bedroom-apartment-with-excellent-facilities
2 Units Of 4 Bedroom Semi Detached Duplex,Ikoyi,50000000,4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3293964-2-units-of-4-bedroom-semi-detached-duplex
Luxury Furnished 4 Bedroom Semi-detached Duplex With Bq,Ikoyi,70000000,4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3298148-luxury-furnished-4-bedroom-semi-detached-duplex-with-bq
"Luxury 3 Bedroom And Affordable With Gym, Pool And Bq",Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3298158-luxury-3-bedroom-and-affordable-with-gym-pool-and-bq
Luxury 2 Bedroom Masionette,Ikoyi,25000000,2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3271767-luxury-2-bedroom-masionette
Luxury 4 Bedroom,Ikoyi,50000000,4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3298727-luxury-4-bedroom
Fully Furnished Luxury 2 Bedroom Apartment With Swimming Pool,Ikoyi,27000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3298753-fully-furnished-luxury-2-bedroom-apartment-with-swimming-pool
Fully Furnished 2 Bedroom Apartment,Ikoyi,30000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3298816-fully-furnished-2-bedroom-apartment
"Brand New,luxury 4 Bedroom Terrace Duplex With Bq,swimming Pool & Gym",Old Ikoyi,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3292812-brand-newluxury-4-bedroom-terrace-duplex-with-bqswimming-pool-gym
Waterfront Luxury Living Serviced 3 Bedroom Apartments & Penthouse,Old Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3294909-waterfront-luxury-living-serviced-3-bedroom-apartments-penthouse
3 Bedroom Spacious Furnished Flat With Bq,Old Ikoyi,60000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3297757-3-bedroom-spacious-furnished-flat-with-bq
Fully Serviced 3 Bedroom Apartment With Bq,Old Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3297982-fully-serviced-3-bedroom-apartment-with-bq
Waterfront Unfinished Luxury Living Serviced 2bedroom  Penthouse,Old Ikoyi,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298007-waterfront-unfinished-luxury-living-serviced-2bedroom-penthouse
Luxury Residential Block Of Six 3-bedroom Apartments And A Penthouse,Ikoyi,210000000,21,21,24,21 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3297624-luxury-residential-block-of-six-3-bedroom-apartments-and-a-penthouse
Executive 5-bedroom Duplex,Ikoyi,118000000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3272604-executive-5-bedroom-duplex
Spacious 4 Bedroom Penthouse Duplex,Ikoyi,100000000,4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3114317-spacious-4-bedroom-penthouse-duplex
Fully Furnished & Service 2 Bedroom Apartment,Ikoyi,27000000,2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3297785-fully-furnished-service-2-bedroom-apartment
4 Bedroom Terrace Duplex With A Bq,Ikoyi,35000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3294047-4-bedroom-terrace-duplex-with-a-bq
Fully Furnished Luxury 2 Bedrooms Apartment,Ikoyi,27000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3297955-fully-furnished-luxury-2-bedrooms-apartment
Fully Service 3 Bedroom Apartment With Bq,Ikoyi,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3298030-fully-service-3-bedroom-apartment-with-bq
Fully Furnished Luxury 2 Bedroom Apartment,Ikoyi,27000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3298039-fully-furnished-luxury-2-bedroom-apartment
5 Bedrooms Duplex For Office And Residential Use,Ikoyi,40000000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/parkview/3273432-5-bedrooms-duplex-for-office-and-residential-use
5 Bedroom Detached House Plus 2 Rooms Bq For Office Or  Residential,Ikoyi,150000000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/parkview/3279808-5-bedroom-detached-house-plus-2-rooms-bq-for-office-or-residential
Luxury Fully Furnished 4 Bedroom Apartment With A Room Bq,Old Ikoyi,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3297077-luxury-fully-furnished-4-bedroom-apartment-with-a-room-bq
Luxury 4 Bedroom Terrace Duplex,Old Ikoyi,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3297097-luxury-4-bedroom-terrace-duplex
Exquisite 3 Bedroom Furnished/unfurnished Flat With Room Bq,Old Ikoyi,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3297137-exquisite-3-bedroom-furnishedunfurnished-flat-with-room-bq
"Luxury 5 Bedrooms Terraced Duplex With 2 Bq, Pool And Security House",Old Ikoyi,100000000,5,6,9,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3294903-luxury-5-bedrooms-terraced-duplex-with-2-bq-pool-and-security-house
Nicely Maintained 3 Bedroom Flat With Study,Old Ikoyi,40000000,4,3,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3294588-nicely-maintained-3-bedroom-flat-with-study
Luxury 3 Bedroom Apartment With Bq,Old Ikoyi,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2726239-luxury-3-bedroom-apartment-with-bq
7 Bedroom Detached Duplex With Penthouse And Swimming Pool,Ikoyi,60000000,7,7,8,7 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3293713-7-bedroom-detached-duplex-with-penthouse-and-swimming-pool
5 Bedroom Detached Duplex,Ikoyi,70000000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3293702-5-bedroom-detached-duplex
4 Bedroom Detached Y,Ikoyi,30000000,4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3293695-4-bedroom-detached-y
Newly Built 3-bedroom Apartment With Bq,Banana Island,45000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3295564-newly-built-3-bedroom-apartment-with-bq
Well Finished 7 Units Of 3 Bedroom Flat With Swimming Pool & Bqs,Ikoyi,210000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3297312-well-finished-7-units-of-3-bedroom-flat-with-swimming-pool-bqs
Lovely 2 Bedroom Apartment,Victoria Island,25000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291120-lovely-2-bedroom-apartment
Luxury And Newly Built 2 Bedroom Flat,Victoria Island,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291160-luxury-and-newly-built-2-bedroom-flat
Lovely 2 Bedroom Apartment In A Serene Estate,Victoria Island,15000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264217-lovely-2-bedroom-apartment-in-a-serene-estate
Extremely Spacious Commercial House,Victoria Island,130000000,15,8,9,15 bedroom hotel / guest house for rent,https://nigeriapropertycentre.com/for-rent/commercial/hotels-guest-houses/lagos/victoria-island/2348367-extremely-spacious-commercial-house
Standard Service Furnished Mini Flat,Victoria Island,9000000,1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291689-standard-service-furnished-mini-flat
Luxury 2 Bedroom Flat,Victoria Island,35000000,2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291736-luxury-2-bedroom-flat
Hot 3 Bedroom Flat,Victoria Island,50000000,3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291739-hot-3-bedroom-flat
3 Bedrooms Apartment With Bq,Victoria Island,20000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3209758-3-bedrooms-apartment-with-bq
Well Maintained 2 Bedrooms Apartment Within A Serene Envoronment,Victoria Island,12000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3175498-well-maintained-2-bedrooms-apartment-within-a-serene-envoronment
Fully Serviced And Furnished 3 Bedroom Apartment,Victoria Island,26000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3290021-fully-serviced-and-furnished-3-bedroom-apartment
4 Bedroom Apartment With Bq,Victoria Island,45000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3290202-4-bedroom-apartment-with-bq
Well-appointed 4 Bedroom Semi Detached Duplex + Bq,Victoria Island,50000000,4,5,4,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3282767-well-appointed-4-bedroom-semi-detached-duplex-bq
Premium 3 Bedroom Flat With Bq,Victoria Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3281776-premium-3-bedroom-flat-with-bq
Luxury 4 Bedroom Apartment,Victoria Island,60000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3290524-luxury-4-bedroom-apartment
Fully Serviced And Furnished 3 Bedroom Apartment,Victoria Island,26000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3290578-fully-serviced-and-furnished-3-bedroom-apartment
Luxury Fully Furnished 2 Bedroom Flat In A Service Apartment,Victoria Island,25000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3290529-luxury-fully-furnished-2-bedroom-flat-in-a-service-apartment
Serviced 2 Bedroom Flat In The 3rd Floor,Victoria Island,30000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3291098-serviced-2-bedroom-flat-in-the-3rd-floor
Luxuriously Furnished 1 Bedroom In A Serene Location,Victoria Island,11000000,1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3289840-luxuriously-furnished-1-bedroom-in-a-serene-location
A Newly Renovated 6 Bedroom Detached House With 2 Bedroom Boys Q,Victoria Island,70000000,6,6,7,6 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/3289277-a-newly-renovated-6-bedroom-detached-house-with-2-bedroom-boys-q
Lagoon View Serviced 2-bedroom Flat,Victoria Island,15000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3289551-lagoon-view-serviced-2-bedroom-flat
12 Units Of 3-bedroom Apartments With Bq,Victoria Island,300000000,36,36,48,36 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3289651-12-units-of-3-bedroom-apartments-with-bq
4-bedroom Apartments,Victoria Island,200000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3278977-4-bedroom-apartments
3-bedroom Apartments With Bq,Victoria Island,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3237107-3-bedroom-apartments-with-bq
7-bedroom Detached House With 2 Room Bq,Victoria Island,200000000,7,7,8,7 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3153451-7-bedroom-detached-house-with-2-room-bq
"Luxury 2 Bedroom Flat,swimming Pool,gym, Green Area,ac In All Rooms",Victoria Island,25000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3241292-luxury-2-bedroom-flatswimming-poolgym-green-areaac-in-all-rooms
Cosy Fully Furnished 2 Bedroom Apartment,Victoria Island,25000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3289922-cosy-fully-furnished-2-bedroom-apartment
Spacious 2 Bedroom Apartment,Victoria Island,30000000,2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3288429-spacious-2-bedroom-apartment
5 Bedroom Detached House With Bq,Victoria Island,75000000,5,4,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3288463-5-bedroom-detached-house-with-bq
High-end 4 Bedroom,Victoria Island,45000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288489-high-end-4-bedroom
High-end 4 Bedroom Apartment,Victoria Island,50000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3186566-high-end-4-bedroom-apartment
Furnished High End 4 Bedroom Apartment,Victoria Island,60000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288510-furnished-high-end-4-bedroom-apartment
Standard 2 Bedroom Maisonette With Modern Amenities,Victoria Island,15000000,2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288571-standard-2-bedroom-maisonette-with-modern-amenities
Brand New 2 Bedroom Apartment,Victoria Island,30000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288932-brand-new-2-bedroom-apartment
Luxury 3 Bedroom Apartment,Victoria Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288990-luxury-3-bedroom-apartment
3 Bedroom Flat Fully Serviced And Furnished,Victoria Island,62000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288917-3-bedroom-flat-fully-serviced-and-furnished
Luxury 2 Bedroom Apartment,Victoria Island,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3289002-luxury-2-bedroom-apartment
"5 Bedroom With 2 Bq With A Pool, Restaurant & Lounge Allowed",Victoria Island,75000000,5,5,6,5 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3198236-5-bedroom-with-2-bq-with-a-pool-restaurant-lounge-allowed
4 Bedrooms Terrace Duplex With A Bq,Victoria Island,35000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3287042-4-bedrooms-terrace-duplex-with-a-bq
"Clean 3 Bedroom Flat With Bq, Gym, Swimming Pool",Victoria Island,30000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3287161-clean-3-bedroom-flat-with-bq-gym-swimming-pool
3 Bedroom Apartment With Bq,Victoria Island,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3287458-3-bedroom-apartment-with-bq
3 Bedroom Apartment,Victoria Island,30000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3287521-3-bedroom-apartment
3 Bedrooms Flat With Bq In A Secured Estate,Victoria Island,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3287818-3-bedrooms-flat-with-bq-in-a-secured-estate
Fully Serviced And Furnished 3 Bedrooms Luxury Flat,Victoria Island,30000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3287821-fully-serviced-and-furnished-3-bedrooms-luxury-flat
4-bedroom Maisonette Penthouse,Victoria Island,65000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3288331-4-bedroom-maisonette-penthouse
"3-bedroom Apartment With  Bq, Gym, Pool.",Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3278189-3-bedroom-apartment-with-bq-gym-pool
Luxury 3 Bedroom Apartment+ Bq + Pool+tennis+gym,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3282416-luxury-3-bedroom-apartment-bq-pooltennisgym
Four Bedroom Maisonette,Banana Island,80000000,4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3280181-four-bedroom-maisonette
5 Bedroom Terraced House,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3269305-5-bedroom-terraced-house
A Well Finished 3 Bedroom Terrace With Lovely Amenities,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3279633-a-well-finished-3-bedroom-terrace-with-lovely-amenities
Luxury 4 Bedroom Terrace Duplex With Swimming Pool,Banana Island,65000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3279693-luxury-4-bedroom-terrace-duplex-with-swimming-pool
Three Bedroom Terrace Duplex With A Bq,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3280145-three-bedroom-terrace-duplex-with-a-bq
Four Bedroom Terrace Duplex,Banana Island,70000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3280164-four-bedroom-terrace-duplex
3 Bedroom Terrace Duplex,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3281853-3-bedroom-terrace-duplex
Luxury 3 Bedroom Terrace House + Bq+ Pool,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3281930-luxury-3-bedroom-terrace-house-bq-pool
Well-finished Vacant 3-bedroom Terrace Apartment,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3283378-well-finished-vacant-3-bedroom-terrace-apartment
A Well-finished Vacant 3-bedroom Terrace,Banana Island,65000000,3,4,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3283524-a-well-finished-vacant-3-bedroom-terrace
Exclusive & Luxury 3 Bedrooms Terraced House + Bq + Pool,Banana Island,64990000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3181222-exclusive-luxury-3-bedrooms-terraced-house-bq-pool
Tastefully Built And Serviced Three (3) Bedroom Maisonette,Banana Island,100000000,3,3,5,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3267010-tastefully-built-and-serviced-three-3-bedroom-maisonette
Fully Serviced Furnished 3-bedroom Apartment (waterfront View),Banana Island,45000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3267543-fully-serviced-furnished-3-bedroom-apartment-waterfront-view
5 Bedroom Terraced Duplex With Bq,Banana Island,80000000,5,5,6,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3270863-5-bedroom-terraced-duplex-with-bq
Luxury 2 Bedroom Apartment,Banana Island,45000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3271773-luxury-2-bedroom-apartment
Contemporary 3 Bedroom Apartment,Banana Island,60000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3277109-contemporary-3-bedroom-apartment
Ultra Furnished 3-bedroom With Advanced Fire & Smoke Detection,Banana Island,60000000,3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3271371-ultra-furnished-3-bedroom-with-advanced-fire-smoke-detection
Serviced 3 Bedrooms Maisonette With Pool Gym  Bq,Banana Island,100000000,3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3272260-serviced-3-bedrooms-maisonette-with-pool-gym-bq
Luxuriously Furnished 3 Bedrooms Terrace Duplex,Banana Island,70000000,3,3,5,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3276269-luxuriously-furnished-3-bedrooms-terrace-duplex
Luxury Self Serviced 4 Bedrooms Semi Detached House + Bq,Banana Island,99900000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3254107-luxury-self-serviced-4-bedrooms-semi-detached-house-bq
Luxury 5 Bedroom Semi Detached Duplex,Banana Island,100000000,5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3272503-luxury-5-bedroom-semi-detached-duplex
Premium 4 Bedroom Semi Detached/ Terrace Styled House+ Private Garden,Banana Island,45000000,4,3,4,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3181036-premium-4-bedroom-semi-detached-terrace-styled-house-private-garden
Private 5 Bedrooms Terrace House + Bq,Banana Island,45000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3185808-private-5-bedrooms-terrace-house-bq
New Luxury 5 Bedroom Terrace House +bq+pool+gym,Banana Island,144000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3183397-new-luxury-5-bedroom-terrace-house-bqpoolgym
Luxury 4 Bedroom Terrace House+garage+garden+ Gym+pool,Banana Island,45050500,4,3,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3181640-luxury-4-bedroom-terrace-housegaragegarden-gympool
