title,location,price,bedrooms,bathrooms,toilets,property_type,url
Newly Built Semi Furnished 3 Bedroom Flat With Bq,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3236353-newly-built-semi-furnished-3-bedroom-flat-with-bq
4 Bedroom Semidetached Duplex With Bq,"Old Ikoyi, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3237281-4-bedroom-semidetached-duplex-with-bq
Commercial Building (1 Unit Available),"Awolowo Road, Ikoyi, Lagos","₦50,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ikoyi/3231289-commercial-building-1-unit-available
3 Bedroom Apartment (undergoing Renovation),"Awolowo Road, Ikoyi, Lagos","₦25,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3231302-3-bedroom-apartment-undergoing-renovation
"Fully Furnished 2 Bedrooms With Pool, Gym And 24 Hours Light","Ikoyi, Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2477682-fully-furnished-2-bedrooms-with-pool-gym-and-24-hours-light
Newly Built Serviced 3 Bedroom Apartment,"Ikoyi, Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3225634-newly-built-serviced-3-bedroom-apartment
Well Finished Brand New Serviced 4 Bedroom Flat,"Off Alexander Road, Ikoyi, Lagos","₦45,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3136814-well-finished-brand-new-serviced-4-bedroom-flat
Exquisite 3 Bedrooms Apartment,"Off Bourdilion Road, Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",3,0,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3001264-exquisite-3-bedrooms-apartment
3 Bedroom Apartment With Bq,"Ikoyi, Lagos","₦60,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3210287-3-bedroom-apartment-with-bq
Furnished 3 Bedroom Apartment With Bq,"Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3238492-furnished-3-bedroom-apartment-with-bq
Luxury 4 Bedroom Semi-detached Duplex With Bq,"Old Ikoyi, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3226383-luxury-4-bedroom-semi-detached-duplex-with-bq
"Luxury 4 Bedroom Detached Duplex With Bq,elevator And Penthouse","Old Ikoyi, Ikoyi, Lagos","₦80,000,000 per annum",4,5,6,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3226377-luxury-4-bedroom-detached-duplex-with-bqelevator-and-penthouse
Luxurious Modern House With Elevator,"Glover Road, Old Ikoyi, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3226606-luxurious-modern-house-with-elevator
Very Nice Flats,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,5,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2695776-very-nice-flats
4 Bedrooms Apartment + 2 Rooms Bq,"Off Mobolaji Johnson Avenue, Old Ikoyi, Ikoyi, Lagos","₦85,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3228951-4-bedrooms-apartment-2-rooms-bq
Well Maintained 4-bedroom Terraced House + Bq,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3228980-well-maintained-4-bedroom-terraced-house-bq
Luxurious Furnished 2 Bedroom Apartment,"Off Banana Island, Old Ikoyi, Ikoyi, Lagos","₦39,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3200335-luxurious-furnished-2-bedroom-apartment
4 Bedroom With Bq Swimming Pool/elevator/gym/restaurant/cinema/workspace,"Old Ikoyi, Ikoyi, Lagos","$70,000 per annum 
approx. ₦99,474,211",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3228724-4-bedroom-with-bq-swimming-poolelevatorgymrestaurantcinemaworkspace
"Luxury & Serviced 3 Bedroom Apartment With Bq, Elevator, Swimming Pool","Gerrard Road, Old Ikoyi, Ikoyi, Lagos","₦45,000,000 per annum",3,0,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3186011-luxury-serviced-3-bedroom-apartment-with-bq-elevator-swimming-pool
4-bedroom Apartment,"Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3176648-4-bedroom-apartment
3 Bedroom Maisonette With Bq,"Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3225775-3-bedroom-maisonette-with-bq
"Fully Serviced 3 Bedroom Apartment + Bq, Swimming Pool, Gym, Elevator","Gerard Road, Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3228773-fully-serviced-3-bedroom-apartment-bq-swimming-pool-gym-elevator
4 Bedrooms Terrace House + Bq With Ample Parking Courtyard & Ac,"Parkview, Ikoyi, Lagos","₦40,000,000 per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3229027-4-bedrooms-terrace-house-bq-with-ample-parking-courtyard-ac
Furnished 5-bedroom Semi-detached House,"Ikoyi, Lagos","₦70,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3229198-furnished-5-bedroom-semi-detached-house
4 Bedroom Fully Detached Duplex With Bq,"Ikoyi, Lagos","₦80,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3229158-4-bedroom-fully-detached-duplex-with-bq
3 Bedroom Luxury Apartments ( Water View),"Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2160053-3-bedroom-luxury-apartments-water-view
2 Units Of Furnished 5 Bedroom Semi Detached Duplex In A Secure Estate,"Ikoyi, Lagos","₦70,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3230406-2-units-of-furnished-5-bedroom-semi-detached-duplex-in-a-secure-estate
Shop/office Space (10 Units),"Awolowo Road, Ikoyi, Lagos","₦400,000 per square meter / per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/3231285-shopoffice-space-10-units
Brand New Furnished 4 Bedroom Town House With 2 Rooms Bq,"Park View Estate, Parkview, Ikoyi, Lagos","₦70,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3216897-brand-new-furnished-4-bedroom-town-house-with-2-rooms-bq
Well Maintained 4 Bedroom Semi Detached House With 2 Rooms Bq,"Parkview Estate, Parkview, Ikoyi, Lagos","₦30,000,000 per annum",4,5,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3219356-well-maintained-4-bedroom-semi-detached-house-with-2-rooms-bq
12 Units Of 3 Bedroom Apartment With Bq,"Old Ikoyi, Ikoyi, Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3216797-12-units-of-3-bedroom-apartment-with-bq
Luxury 4 Bedroom Serviced Apartment With A Room Bq,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3191148-luxury-4-bedroom-serviced-apartment-with-a-room-bq
Brand New 12 Units Of 3 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦240,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3220558-brand-new-12-units-of-3-bedroom-apartment
4 Bedroom Terrace Duplex,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3220592-4-bedroom-terrace-duplex
4-bedroom Terraced House + Bq,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3221433-4-bedroom-terraced-house-bq
Stylish Furnished 2 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦30,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3222831-stylish-furnished-2-bedroom-apartment
3 Bedroom Flat With Bq,"Ikoyi, Lagos","₦48,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3216794-3-bedroom-flat-with-bq
Brand New 2 Bedroom With Inverters,"S.w Off Ribadu, Ikoyi, Lagos","₦8,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3182726-brand-new-2-bedroom-with-inverters
Furnished 2 Bedrooms Apartment,"Off Bourdillon, Ikoyi, Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3213324-furnished-2-bedrooms-apartment
13 Rooms Super Spacious Office Facility,"Ikoyi, Lagos","₦80,000,000 per annum",13,20,20,13 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3221767-13-rooms-super-spacious-office-facility
Tastefully Furnished Apartment,"Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2791374-tastefully-furnished-apartment
Newly Built 4 Bedroom Terrace Duplex With Bq,"Off Awolowo Road, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/2806343-newly-built-4-bedroom-terrace-duplex-with-bq
3 Bedroom Flat With Bq,"Off Banana Island Road, Ikoyi, Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3224668-3-bedroom-flat-with-bq
3-bedroom Apartment,"Ikoyi, Lagos","₦32,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3194960-3-bedroom-apartment
"Luxury 5 Bedroom Terrace With Bq, Swimming Pool, Gym And Open Lounge","Parkview, Ikoyi, Lagos","₦60,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3211473-luxury-5-bedroom-terrace-with-bq-swimming-pool-gym-and-open-lounge
Luxury 4 Bedroom Duplex,"Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3215269-luxury-4-bedroom-duplex
4 Bedroom Terrace Duplex With Bq And Two Sitting Rooms,"Osborne, Ikoyi, Lagos","₦25,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/osborne/3207553-4-bedroom-terrace-duplex-with-bq-and-two-sitting-rooms
5-bedroom Terrace Duplex,"Osborne, Ikoyi, Lagos","₦40,000,000 per annum",5,5,6,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/osborne/3208907-5-bedroom-terrace-duplex
3 Bedroom Terrace House,"Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3207035-3-bedroom-terrace-house
Luxury 4 Bedroom Fully Detached With A Room Bq And Elevator,"Old Ikoyi, Ikoyi, Lagos","₦90,000,000 per annum",4,4,4,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3208006-luxury-4-bedroom-fully-detached-with-a-room-bq-and-elevator
Luxury 4 Bedroom Semi-detached With A Room Bq,"Old Ikoyi, Ikoyi, Lagos","₦70,000,000 per annum",4,4,4,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3208012-luxury-4-bedroom-semi-detached-with-a-room-bq
Luxury 4 Bedroom Maisonette With A Room Bq,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,4,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3208019-luxury-4-bedroom-maisonette-with-a-room-bq
2-bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3208827-2-bedroom-apartment
3-bedroom Apartment + Bq,"Old Ikoyi, Ikoyi, Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3208976-3-bedroom-apartment-bq
6units Of 3bedroom Flat & 1 Unit Of 3bedroom Penthouse With Bq,"Old Ikoyi, Ikoyi, Lagos","₦200,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3215594-6units-of-3bedroom-flat-1-unit-of-3bedroom-penthouse-with-bq
Nice 3 Bedroom Flat,"Mojisola Onikoyi, Off Banana Island Road, Ikoyi, Lagos","₦30,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3208015-nice-3-bedroom-flat
4-bedroom Terrace,"Ikoyi, Lagos","₦25,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3208545-4-bedroom-terrace
3 Bedroom Apartment,"Ikoyi, Lagos","₦108,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3208600-3-bedroom-apartment
4-bedroom Terrace,"Ikoyi, Lagos","₦30,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3209032-4-bedroom-terrace
4-bedroom Maisonette (fully Serviced),"Ikoyi, Lagos","$55,000 per annum 
approx. ₦78,158,309",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3211751-4-bedroom-maisonette-fully-serviced
Furnished 3-bedroom Apartment,"Ikoyi, Lagos","₦25,000,000 per annum",3,1,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3211800-furnished-3-bedroom-apartment
Furnished 5 Bedrooms Terraced Duplex With Bq,"Ikoyi, Lagos","₦70,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3212866-furnished-5-bedrooms-terraced-duplex-with-bq
"The Most Affordable 4-bedroom Semi Detached With Gym ,bq & Pool","Victoria Island (VI), Lagos","₦50,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3266795-the-most-affordable-4-bedroom-semi-detached-with-gym-bq-pool
Luxurious 3 Bedroom Apartment With Bq Located In A Serene Environment,"Victoria Island (VI), Lagos","₦32,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3266798-luxurious-3-bedroom-apartment-with-bq-located-in-a-serene-environment
16 Bedroom Detached House With Bq,"Victoria Island (VI), Lagos","₦70,000,000 per annum",16,0,0,16 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3267433-16-bedroom-detached-house-with-bq
Fully Serviced 4 Bedroom Penthouse,"Victoria Island (VI), Lagos","₦90,000,000 per annum",4,0,0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3267442-fully-serviced-4-bedroom-penthouse
Serviced 2 Bedroom Apartment,"Kofo Abayomi Street, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3267443-serviced-2-bedroom-apartment
2-storey Semi-detached Duplex,"Victoria Island (VI), Lagos","₦70,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3267451-2-storey-semi-detached-duplex
14 Room Boutique Hotel Fully Detached  & Lounge,"Victoria Island (VI), Lagos","₦150,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3267453-14-room-boutique-hotel-fully-detached-lounge
Delightful Exquisite Fully Serviced 3 Bedrooms Apartment With Decent Features,"Victoria Island (VI), Lagos","₦18,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/3267554-delightful-exquisite-fully-serviced-3-bedrooms-apartment-with-decent-features
A Super Modern Massive 2bedroom Apartment All Ensuit,"Off Ozumba Mbadiwe, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3268090-a-super-modern-massive-2bedroom-apartment-all-ensuit
Luxury 16 Bedroom,"Victoria Island (VI), Lagos","₦70,000,000 per annum",16,0,0,16 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3268095-luxury-16-bedroom
Office,"Victoria Island (VI), Lagos","₦550,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3268098-office
3 Bedroom Apartment With Bq On 5th Floor In A High Rise,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3268909-3-bedroom-apartment-with-bq-on-5th-floor-in-a-high-rise
Service 3 Bedroom Apartment,"Dideolu Estate, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3268988-service-3-bedroom-apartment
Fully Furnished 1 Bedroom Flat,"Victoria Island (VI), Lagos","₦11,000,000 per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269018-fully-furnished-1-bedroom-flat
Brand New Units Of 3 Bedroom Luxury Waterfront Apartments,"Victoria Island (VI), Lagos","₦33,340,911 per annum",3,4,5,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269172-brand-new-units-of-3-bedroom-luxury-waterfront-apartments
Fully Serviced And Furnished 1 Bedroom And Parlour,"Victoria Island (VI), Lagos","₦11,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3269179-fully-serviced-and-furnished-1-bedroom-and-parlour
Furnished One Bedroom And Parlour Apartment With Fitted Kitchen Large,"Victoria Island (VI), Lagos","₦11,000,000 per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269444-furnished-one-bedroom-and-parlour-apartment-with-fitted-kitchen-large
Lagoon View Serviced 2-bedroom Flat Located On The 2nd Floor,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264215-lagoon-view-serviced-2-bedroom-flat-located-on-the-2nd-floor
"Serviced 2 Bedroooms Apartment, All Rooms En-suite","Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264653-serviced-2-bedroooms-apartment-all-rooms-en-suite
Serviced 2 Bedroom House,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/3264708-serviced-2-bedroom-house
Spacious 3 Bedroom Apartment With Bq,"Victoria Island (VI), Lagos","₦32,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264850-spacious-3-bedroom-apartment-with-bq
Self Serviced 4 Bedroom Terrace With Bq,"Oniru Estate, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3264964-self-serviced-4-bedroom-terrace-with-bq
Fully Serviced 2 Bedroom Flat,"Kofo Abayomi, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3262333-fully-serviced-2-bedroom-flat
Commercial Open Space,"Adeola Odeku, Victoria Island (VI), Lagos","₦25,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3264210-commercial-open-space
Luxury 3 Bedroom Apartment With A Bq Swimming Pool And Gym,"Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3265172-luxury-3-bedroom-apartment-with-a-bq-swimming-pool-and-gym
Standard Semi Furnished 3-bedroom Flat With Bq,"Dideolu Estate, Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3265176-standard-semi-furnished-3-bedroom-flat-with-bq
Fully Furnished 3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3265177-fully-furnished-3-bedroom-apartment
Luxury 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3265360-luxury-2-bedroom-apartment
Luxury 3bedroom Apartment,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3265377-luxury-3bedroom-apartment
Luxury 3 Bedrooms Apartment,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,2,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3265385-luxury-3-bedrooms-apartment
Luxury 3 Bedroom Apartment +bq+pool+gym.,"Victoria Island (VI), Lagos","₦34,999,999 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3238591-luxury-3-bedroom-apartment-bqpoolgym
Luxury Furnished 3 Bedroom Apartment+pool,"Victoria Island (VI), Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3209602-luxury-furnished-3-bedroom-apartmentpool
Multiple Units Of Furnished & Unfurnished 3 Bedroom With Bq And Pool,"Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3202899-multiple-units-of-furnished-unfurnished-3-bedroom-with-bq-and-pool
"Luxury Fully Serviced 2 Bedroom Apartment On 4th Floor With Swimming, Gym","Victoria Island (VI), Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3262378-luxury-fully-serviced-2-bedroom-apartment-on-4th-floor-with-swimming-gym
2 Bedroom,"Victoria Island (VI), Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3262989-2-bedroom
Spacious Furnished 4-bedroom Terrace With Swimming Pool,"Victoria Island (VI), Lagos","₦55,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3263181-spacious-furnished-4-bedroom-terrace-with-swimming-pool
Unfurnished 3-bedroom Apartment With Bq,"Victoria Island (VI), Lagos","₦32,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3263185-unfurnished-3-bedroom-apartment-with-bq
