title,location,price,bedrooms,bathrooms,toilets,property_type,url
Massive And Clean 5 Bedroom Detached Duplex With 7 Rooms Boys Quarters,"Ikoyi, Lagos","₦200,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3203338-massive-and-clean-5-bedroom-detached-duplex-with-7-rooms-boys-quarters
Massive 5 Bedrooms Fully Detached Duplex,"Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3203342-massive-5-bedrooms-fully-detached-duplex
Nicely Furnished 3 Bedroom Apartment With Sharp Features,"Banana Island Road, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3203562-nicely-furnished-3-bedroom-apartment-with-sharp-features
Fully Furnished 2 Bedroom Maisonnette,"Parkview, Ikoyi, Lagos","₦15,000,000 per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3195409-fully-furnished-2-bedroom-maisonnette
Furnished Studio Room,"Phase 1, Osborne, Ikoyi, Lagos","₦12,000,000 per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/osborne/3194836-furnished-studio-room
Unfurnished 2 Bedrooms,"Osborne Phase 2, Osborne, Ikoyi, Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/osborne/3195398-unfurnished-2-bedrooms
Beautiful 3 Bedroom Flat With Bq,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3192969-beautiful-3-bedroom-flat-with-bq
Fully Serviced Brand New 4 Bedroom Semi Detached Duplex,"Old Ikoyi, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3194877-fully-serviced-brand-new-4-bedroom-semi-detached-duplex
One Bedroom Fully Serviced Apartment In A Prime Area,"Old Ikoyi, Ikoyi, Lagos","₦19,000,000 per annum",1,3,3,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/old-ikoyi/3195185-one-bedroom-fully-serviced-apartment-in-a-prime-area
Luxury Spacious 3 Bedroom Maisonette Apartment With One Room Bq,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3196014-luxury-spacious-3-bedroom-maisonette-apartment-with-one-room-bq
Serviced 3 Bedroom Apartment With 1 Room Bq,"Ikoyi, Lagos","₦45,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3190407-serviced-3-bedroom-apartment-with-1-room-bq
Luxury 2 Bedroom Maisonette Apartment,"Ikoyi, Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3190430-luxury-2-bedroom-maisonette-apartment
6 Units Of Serviced 3-bedroom Apartment With Bq Each,"Ikoyi, Lagos","₦240,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3191454-6-units-of-serviced-3-bedroom-apartment-with-bq-each
Newly Built Fully Detached 5 Bedroom Duplex,"Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3192283-newly-built-fully-detached-5-bedroom-duplex
3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3196246-3-bedroom-apartment
Exquisite Furnished & Serviced 3 Bedroom Flat With 24/7 Power,"Banana Island Road, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3196271-exquisite-furnished-serviced-3-bedroom-flat-with-247-power
"Block Of Serviced Apartment, Penthouse, Swimming Pool, Gym, Ac, Lift","Abacha (2nd Avenue) Estate, Ikoyi, Lagos","₦240,000,000 per annum",27,0,0,27 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3196502-block-of-serviced-apartment-penthouse-swimming-pool-gym-ac-lift
5 Bedroom Fully Detached  House For Commercial Purpose,"Victoria Island (VI), Lagos","₦45,000,000 per annum",0,0,4,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2889076-5-bedroom-fully-detached-house-for-commercial-purpose
Office Space,"Victoria Island (VI), Lagos","$300 per square meter / per annum 
approx. ₦417,714",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2900097-office-space
All-inclusive Access To Coworking Space,"6th Floor, Landmark Towers, 5b, Water Corporation Road, Victoria Island (VI), Lagos","₦212,900 per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2638937-all-inclusive-access-to-coworking-space
Flexible Office Memberships,"927/928 Bishop Aboyade Cole Street, 3rd Floor, Mansard Place, Victoria Island (VI), Lagos","₦58,500 per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2797846-flexible-office-memberships
Open Plan Office Space For 10 Persons,"927/928 Bishop Aboyade Cole Street, 3rd Floor, Mansard Place, Victoria Island (VI), Lagos","₦3,151,600 per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2796580-open-plan-office-space-for-10-persons
Luxury 3 Bedrooms Terraced Duplex With Bq And Self Compound,"Ajose Adeogun, Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/2882999-luxury-3-bedrooms-terraced-duplex-with-bq-and-self-compound
Brand New 3 Bedroom Duplex,"Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/2886449-brand-new-3-bedroom-duplex
Waterview Furnished 2 Bedrooms Apartment (1st Floor),"Eko Athlantic City, Victoria Island (VI), Lagos","₦55,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2880401-waterview-furnished-2-bedrooms-apartment-1st-floor
3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2883091-3-bedroom-apartment
Serviced Two Or 2 Bedroom Apartment / Flat,"Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2881115-serviced-two-or-2-bedroom-apartment-flat
2 Bedroom Apartment,"Ajose Adeogun, Victoria Island (VI), Lagos","₦8,000,000 per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2890941-2-bedroom-apartment
3 Bedroom Apartment With Swimming Pool,"Victoria Island (VI), Lagos","₦22,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2898722-3-bedroom-apartment-with-swimming-pool
Luxurious Beautiful 3 Bedroom Apartment With Excellent Facilities,"Victoria Island (VI), Lagos","₦22,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2902312-luxurious-beautiful-3-bedroom-apartment-with-excellent-facilities
"Office Building With More Than 1000sqm, On 4000sm","Off Adeola Odeku, Victoria Island (VI), Lagos","₦150,000,000 per annum",0,20,20,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2835524-office-building-with-more-than-1000sqm-on-4000sm
Fully Furnished And Serviced Luxury Offices,"1b Etim Inyang Crescent, Victoria Island (VI), Lagos","₦4,032,000 per annum",0,0,4,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2780491-fully-furnished-and-serviced-luxury-offices
Various Office Spaces In A High Rise Office Building,"Victoria Island (VI), Lagos","$450 per square meter / per annum 
approx. ₦626,571",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2866629-various-office-spaces-in-a-high-rise-office-building
Newly Built Various Office Spaces,"Victoria Island (VI), Lagos","$350 per square meter / per annum 
approx. ₦487,333",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2869116-newly-built-various-office-spaces
Luxury Contemporary 200sqm Office Space With Ocean View (4th Floor),"By Eko Atlantic, Victoria Island (VI), Lagos","$260 per square meter / per annum 
approx. ₦362,019",0,0,4,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2832859-luxury-contemporary-200sqm-office-space-with-ocean-view-4th-floor
Meeting Conference Room,"1b Etim Inyang, Victoria Island (VI), Lagos","₦100,000 per month",0,0,4,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2780531-meeting-conference-room
Fully Serviced 1 Bedroom Furnished Apartment With 24 Hours Power,"Victoria Island (VI), Lagos","₦12,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/2716969-fully-serviced-1-bedroom-furnished-apartment-with-24-hours-power
Self Service Studio Unit,"Adeola Odeku, Victoria Island (VI), Lagos","₦1,200,000 per month",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/victoria-island/2866828-self-service-studio-unit
Self Serviced 3 Bedroom Terraced Duplex With Own Compound With Bq,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/2863641-self-serviced-3-bedroom-terraced-duplex-with-own-compound-with-bq
Luxury Funished 4 Bedroom Flat,"Victoria Island (VI), Lagos","₦75,000,000 per annum",4,6,6,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2863766-luxury-funished-4-bedroom-flat
Luxury 3 Bedroom Penthouse,"Victoria Island (VI), Lagos","₦60,000,000 per annum",3,0,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2863961-luxury-3-bedroom-penthouse
Fully Furnished And Spacious 2 Bedroom Apartment With Fully Fitted Kitchen,"Victoria Island (VI), Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2870437-fully-furnished-and-spacious-2-bedroom-apartment-with-fully-fitted-kitchen
Fully Furnished & Serviced Luxury 3 Bedrooms Apartment On Ground Floor,"Idowu Martins, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2874739-fully-furnished-serviced-luxury-3-bedrooms-apartment-on-ground-floor
3 Bedrooms Apartment With Swimming Pool & Gym,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦650,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2874856-3-bedrooms-apartment-with-swimming-pool-gym
"Serviced Four 4 Bedroom Apartment With Bq, 24hrs Light, Pool","Off Palace Road, Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2875182-serviced-four-4-bedroom-apartment-with-bq-24hrs-light-pool
Luxury Fully Furnished 3 Bedroom With Bq,"Victoria Island (VI), Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2878729-luxury-fully-furnished-3-bedroom-with-bq
Luxury 3 Bedrooms Flat,"Victoria Island (VI), Lagos","₦23,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2879310-luxury-3-bedrooms-flat
1000sqm Area Of Land,"Victoria Island (VI), Lagos","₦65,000,000 per annum",0,0,0,Land for rent,https://nigeriapropertycentre.com/for-rent/land/lagos/victoria-island/2872784-1000sqm-area-of-land
Class A+ Open Plan Office Space,"Victoria Island (VI), Lagos","$450 per square meter / per annum 
approx. ₦626,571",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2841762-class-a-open-plan-office-space
Office Space For Lease,"Victoria Island (VI), Lagos","₦150,000 per square meter / per annum",0,0,7,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2758972-office-space-for-lease
780 Premium Office Space Available,"Victoria Island (VI), Lagos","$280 per square meter / per annum 
approx. ₦389,866",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2843375-780-premium-office-space-available
284 And 235 Premium Office Space,"Victoria Island (VI), Lagos","$200 per square meter / per annum 
approx. ₦278,476",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2843426-284-and-235-premium-office-space
129sqm And 247sqm Premium Office Space,"Victoria Island (VI), Lagos","$300 per square meter / per annum 
approx. ₦417,714",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2843467-129sqm-and-247sqm-premium-office-space
375sqm Open Plan Office Space,"Victoria Island (VI), Lagos","$400 per square meter / per annum 
approx. ₦556,952",0,0,3,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2732871-375sqm-open-plan-office-space
Luxury Contemporary 20sqm Office Space With Ocean View (4th Floor),"By Eko Atlantics City, Victoria Island (VI), Lagos","$260 per square meter / per annum 
approx. ₦362,019",0,0,1,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2845105-luxury-contemporary-20sqm-office-space-with-ocean-view-4th-floor
Office Building,"Oniru, Victoria Island (VI), Lagos","$14,000,000 per square meter / per month 
approx. ₦19,493,322,842",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/2818495-office-building
5 Bedroom Duplex,"Ajose Adeogun, Victoria Island (VI), Lagos","₦40,000,000 per annum",5,0,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/2708679-5-bedroom-duplex
Newly Built 4 Bedroom Terrace Duplex With Large Compound,"Victoria Island (VI), Lagos","₦40,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/2776609-newly-built-4-bedroom-terrace-duplex-with-large-compound
Exquisite Furnished & Serviced 4 Bedroom Flat With 2 Bqs On 23rd Floor,"Victoria Island (VI), Lagos","$45,000 per annum 
approx. ₦62,657,109",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2832438-exquisite-furnished-serviced-4-bedroom-flat-with-2-bqs-on-23rd-floor
"A Contemporary Built 3 Bedroom Fully Serviced Apartment With Bq, Pool","Off Ahmadu Bello, Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2835024-a-contemporary-built-3-bedroom-fully-serviced-apartment-with-bq-pool
Luxury 3 Bedroom Apartment On The Second Floor With A Room Bq,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2843539-luxury-3-bedroom-apartment-on-the-second-floor-with-a-room-bq
Partly Furnished Luxury 4 Bedroom Apartment With A Room Bq,"Victoria Island (VI), Lagos","₦60,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2849747-partly-furnished-luxury-4-bedroom-apartment-with-a-room-bq
3 Bedrooms Apartment,"Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2860467-3-bedrooms-apartment
Newly Built 4 Bedroom Terraced Duplex With 1 Room Bq,"Victoria Island (VI), Lagos","₦40,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/2853467-newly-built-4-bedroom-terraced-duplex-with-1-room-bq
Unlimited Coworking Access,"927/928 Bishop Aboyade Cole Street, 3rd Floor, Mansard Place, Victoria Island (VI), Lagos","₦31,900 per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2797854-unlimited-coworking-access
"Choose The Services You Need With A Flexible Virtual Office Plan, 3rd Floor","927/928, Bishop Aboyade Cole Street, Mansard Place, Victoria Island (VI), Lagos","₦41,900 per month",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2797861-choose-the-services-you-need-with-a-flexible-virtual-office-plan-3rd-floor
